file_id,Analysis,compound,peak_info,peak_nr,is_ref,rt_start,rt,rt_end,amp2,amp3,bgrd2_start,bgrd3_start,bgrd2_end,bgrd3_end,area2,area3,r3/2,rd3/2,d3/2,d2H,at2H,sample_id,n_overlapping,n_matches,is_identified,is_missing,is_ambiguous,inc_time_d,inc_time_d_str,f_label,t_series_id,soil_id,replicate_id,terrain,at2H_mn_zero,d2H_mn_zero,area2_mn_zero,file,No.,rt_FID,area_FID,height_FID,rel_area_FID,rel_height_FID,amount_FID,chain,a,t0,f_start,d_t,f_t,u_d,gen_d,chain_fctr,chain_num
BF10920__t0f3z_1_5ul_2_0Cpm ramp_30ul cHex.dxf,BF10920,17:0 cyclo,17:0 cyclo (2280),31,0,2261.589,2280.399,2289.386,492.956753193242,184.969823032639,258.578468768118,98.6106133280462,258.578468768118,98.6106133280462,3982.34649859721,1758.02227854875,0.44145387127112634,652.069361817369,272.093408599374,272.093408599374,0.0198089301243646,t0f3z,1,1,TRUE,FALSE,FALSE,3,3 Days,0.5,tz,t,z,Niwot Ridge Tundra,0.013453138602769,-136.118852869519,3637.97536235237,FID0170_t0f3z_100ul-nhex.xls,16,16.008333333333333,2.9925481991666834,72.68241503921568,2.566903247222948,3.1414742747629125,NA,C17,0.5,0,0.013453138602769,3,0.0198089301243646,0.009078877035337095,76.34723742397388,C17,17
BF10920__t0f3z_1_5ul_2_0Cpm ramp_30ul cHex.dxf,BF10920,18:2,18:2 (2484),35,0,2464.528,2483.965,2491.907,303.878433324234,101.65239840893,242.5752012293,90.377841818764,242.5752012293,90.377841818764,2958.65468377401,1042.83971631468,0.35247091255152935,319.014030226222,15.6408032741913,15.6408032741913,0.015816103623956,t0f3z,1,1,TRUE,FALSE,FALSE,3,3 Days,0.5,tz,t,z,Niwot Ridge Tundra,0.0137760154892704,-115.382703377304,3051.03439419107,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.0137760154892704,3,0.015816103623956,0.0028912510580609806,239.73953373139616,C18,18
BF10920__t0f3z_1_5ul_2_0Cpm ramp_30ul cHex.dxf,BF10920,18:1 cis,18:1 cis (2509),36,0,2492.534,2509.463,2516.778,581.187712300197,256.598235544864,300.54240443078,110.267754977496,300.54240443078,110.267754977496,7186.0540247356,3485.51946899992,0.48503941899158787,815.102107447432,397.628622734522,397.628622734522,0.0217633283434563,t0f3z,1,1,TRUE,FALSE,FALSE,3,3 Days,0.5,tz,t,z,Niwot Ridge Tundra,0.0145100263461861,-68.2418889616965,8435.36683245754,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.0145100263461861,3,0.0217633283434563,0.0104284045600915,66.46723154686123,C18,18
BF10920__t0f3z_1_5ul_2_0Cpm ramp_30ul cHex.dxf,BF10920,18:1 trans,18:1 trans (2536),37,0,2516.778,2535.588,2546.247,1249.06033953783,736.362633720716,490.504881025015,264.923879350773,490.504881025015,264.923879350773,17540.4585686456,11686.2483681511,0.6662453163591066,1493.19379327517,919.759220821885,919.759220821885,0.0298913122872392,t0f3z,1,1,TRUE,FALSE,FALSE,3,3 Days,0.5,tz,t,z,Niwot Ridge Tundra,0.012979865758869,-166.513573093026,17275.6915219693,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.012979865758869,3,0.0298913122872392,0.024674544238465813,28.091590015242488,C18,18
BF10920__t0f3z_1_5ul_2_0Cpm ramp_30ul cHex.dxf,BF10920,18:0,18:0 (2582),39,0,2567.774,2581.777,2587.42,536.810202805782,318.467334863347,271.498977692331,104.329823009524,271.498977692331,104.329823009524,4165.86523872845,3003.97730369111,0.7210932499122362,1698.41960191928,1077.78309347784,1077.78309347784,0.0323510024204306,t0f3z,1,1,TRUE,FALSE,FALSE,3,3 Days,0.5,tz,t,z,Niwot Ridge Tundra,0.0148571379406509,-45.9489064895411,3621.04516356092,FID0170_t0f3z_100ul-nhex.xls,23,17.993333333333332,2.9582761271052744,69.66389430075188,2.537505861714508,3.0110079818830453,NA,C18,0.5,0,0.0148571379406509,3,0.0323510024204306,0.02576986358526223,26.897588272696783,C18,18
BF10941__t0f0x_1_5ul_2_0Cpm ramp_30ul cHex.dxf,BF10941,i-15:0,i-15:0 (1704),18,0,1687.257,1704.395,1710.665,905.822092392071,244.909434846294,223.600728748876,82.279084173159,223.600728748876,82.279084173159,8275.95890897908,2662.42345589861,0.32170573648087886,202.542535842064,-74.042247401611,-74.042247401611,0.0144197124157888,t0f0x,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,tx,t,x,Niwot Ridge Tundra,0.0146749677396367,-57.6486668793579,5235.65050049662,FID0165_t0f0x_100ul-nhex.xls,2,12.278333333333334,7.85430479249998,201.8187561969697,4.790598101524003,6.203297675129822,NA,C15,0.5,0,0.0146749677396367,0,0.0144197124157888,NA,NA,C15,15
BF10941__t0f0x_1_5ul_2_0Cpm ramp_30ul cHex.dxf,BF10941,a-15:0,a-15:0 (1725),19,0,1711.292,1724.6680000000001,1738.253,747.685760133835,191.210877114529,281.961483628873,96.9471778034823,281.961483628873,96.9471778034823,5424.78490300121,1656.55880894237,0.3053685701023639,141.479583647236,-121.060720591628,-121.060720591628,0.0136876055148649,t0f0x,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,tx,t,x,Niwot Ridge Tundra,0.0141879614694216,-88.9260831848606,4073.44261012497,FID0165_t0f0x_100ul-nhex.xls,3,12.406666666666666,5.6231394983333125,165.71796079310346,3.429737209974751,5.093668498837716,NA,C15,0.5,0,0.0141879614694216,0,0.0136876055148649,NA,NA,C15,15
BF10941__t0f0x_1_5ul_2_0Cpm ramp_30ul cHex.dxf,BF10941,i-16:0,i-16:0 (1964),23,0,1951.224,1963.555,1971.288,440.702526609266,129.671165604902,252.577781463614,91.6302201474641,252.577781463614,91.6302201474641,3653.64084483583,1163.60837922173,0.3184791359190151,190.55750941205,-83.2707177527214,-83.2707177527214,0.014276020232471,t0f0x,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,tx,t,x,Niwot Ridge Tundra,0.0144299200803822,-73.3866285742175,2945.06646808428,FID0165_t0f0x_100ul-nhex.xls,6,13.94,3.206345375000004,80.77763261290323,1.9556552071894053,2.482859918634447,NA,C16,0.5,0,0.0144299200803822,0,0.014276020232471,NA,NA,C16,16
BF10941__t0f0x_1_5ul_2_0Cpm ramp_30ul cHex.dxf,BF10941,16:1 cis,16:1 cis (2010),25,0,1990.098,2010.162,2019.776,1102.96536198686,291.261105463448,312.628388136102,110.397048746947,312.628388136102,110.397048746947,13985.1215217234,4250.32456246248,0.30391759956181735,136.135770559622,-125.175456669091,-125.175456669091,0.0136235360021586,t0f0x,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,tx,t,x,Niwot Ridge Tundra,0.0135800168738151,-127.970353710304,8893.48285353113,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.0135800168738151,0,0.0136235360021586,NA,NA,C16,16
BF10941__t0f0x_1_5ul_2_0Cpm ramp_30ul cHex.dxf,BF10941,16:1 trans,16:1 trans (2032),26,0,2019.776,2031.8980000000001,2047.573,656.225623544316,171.652492263461,288.917966832077,101.396268674498,288.917966832077,101.396268674498,5431.24281708301,1637.93141561996,0.30157580332592376,127.387471130462,-131.911647229544,-131.911647229544,0.013518648308787,t0f0x,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,tx,t,x,Niwot Ridge Tundra,0.0136578852745407,-122.969378748837,3327.5005761333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.0136578852745407,0,0.013518648308787,NA,NA,C16,16
BF10941__t0f0x_1_5ul_2_0Cpm ramp_30ul cHex.dxf,BF10941,16:0,16:0 (2078),27,0,2050.29,2078.296,2093.135,1632.51918429474,430.279042610832,250.969107753339,90.1347394874503,250.969107753339,90.1347394874503,24509.898199382,7516.84489990711,0.3066860922374877,146.504493167086,-117.191540261343,-117.191540261343,0.0137478514663553,t0f0x,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,tx,t,x,Niwot Ridge Tundra,0.0138716862868682,-109.238464567178,17645.9486401328,FID0165_t0f0x_100ul-nhex.xls,9,14.636666666666667,20.940887932500026,349.16072875,12.772534377511782,10.732143918217403,NA,C16,0.5,0,0.0138716862868682,0,0.0137478514663553,NA,NA,C16,16
BF10941__t0f0x_1_5ul_2_0Cpm ramp_30ul cHex.dxf,BF10941,i-17:0,i-17:0 (2226),31,0,2214.982,2226.268,2232.329,345.255880381884,103.137234435518,260.470414125011,91.8676808794334,260.470414125011,91.8676808794334,2161.44787186808,741.149277556214,0.34289481934887506,281.912695801474,-12.927224232865,-12.927224232865,0.0153712953521213,t0f0x,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,tx,t,x,Niwot Ridge Tundra,0.0156075566955635,2.24678918506598,1573.36271751772,FID0165_t0f0x_100ul-nhex.xls,12,15.645,1.9622447116666668,53.2510409661017,1.1968374081194497,1.6367758123574319,NA,C17,0.5,0,0.0156075566955635,0,0.0153712953521213,NA,NA,C17,17
BF10941__t0f0x_1_5ul_2_0Cpm ramp_30ul cHex.dxf,BF10941,17:0 cyclo,17:0 cyclo (2283),34,0,2263.888,2283.116,2291.058,621.069545957731,153.25594326565,265.42308451205,93.1192446216386,265.42308451205,93.1192446216386,5371.7905197673,1602.02735176995,0.29822967702756775,114.947636295822,-141.490320052217,-141.490320052217,0.0133695005907231,t0f0x,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,tx,t,x,Niwot Ridge Tundra,0.013453138602769,-136.118852869519,3637.97536235237,FID0165_t0f0x_100ul-nhex.xls,15,16.023333333333333,4.728516080000025,116.57435336065575,2.884077044922483,3.583142760408986,NA,C17,0.5,0,0.013453138602769,0,0.0133695005907231,NA,NA,C17,17
BF10941__t0f0x_1_5ul_2_0Cpm ramp_30ul cHex.dxf,BF10941,18:2,18:2 (2485),38,0,2471.007,2485.01,2494.415,362.549404674624,103.618145085819,240.236551574897,86.4890097681413,240.236551574897,86.4890097681413,3983.95464559064,1211.07306406777,0.3039876634660398,136.530758308473,-124.871316102476,-124.871316102476,0.0136282717006564,t0f0x,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,tx,t,x,Niwot Ridge Tundra,0.0137760154892704,-115.382703377304,3051.03439419107,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.0137760154892704,0,0.0136282717006564,NA,NA,C18,18
BF10941__t0f0x_1_5ul_2_0Cpm ramp_30ul cHex.dxf,BF10941,18:1 cis,18:1 cis? (2511),66,0,2495.0419921875,2510.926025390625,2524.09301757812,612.139807324848,203.146382333635,343.695213435822,119.288033295671,343.695213435822,119.288033295671,11497.1821566693,3916.81916147962,0.34067644646367157,273.243926598282,-19.6021765193225,-19.6021765193225,0.0152673648205009,t0f0x,2,1,TRUE,FALSE,TRUE,0,0 Days,0.5,tx,t,x,Niwot Ridge Tundra,0.0145100263461861,-68.2418889616965,8435.36683245754,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.0145100263461861,0,0.0152673648205009,NA,NA,C18,18
BF10941__t0f0x_1_5ul_2_0Cpm ramp_30ul cHex.dxf,BF10941,18:1 cis,18:1 cis or 18:1 trans? (2542),39,0,2495.042,2542.485,2551.263,1618.17951327992,423.060937876742,343.695213435822,119.288033295671,343.695213435822,119.288033295671,36110.6908881707,10717.4608436874,0.29679467714638075,109.653781797395,-145.566588016006,-145.566588016006,0.0133060296517846,t0f0x,2,2,TRUE,FALSE,TRUE,0,0 Days,0.5,tx,t,x,Niwot Ridge Tundra,0.0145100263461861,-68.2418889616965,8435.36683245754,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.0145100263461861,0,0.0133060296517846,NA,NA,C18,18
BF10941__t0f0x_1_5ul_2_0Cpm ramp_30ul cHex.dxf,BF10941,18:1 trans,18:1 cis or 18:1 trans? (2542),39,0,2495.042,2542.485,2551.263,1618.17951327992,423.060937876742,343.695213435822,119.288033295671,343.695213435822,119.288033295671,36110.6908881707,10717.4608436874,0.29679467714638075,109.653781797395,-145.566588016006,-145.566588016006,0.0133060296517846,t0f0x,1,2,TRUE,FALSE,TRUE,0,0 Days,0.5,tx,t,x,Niwot Ridge Tundra,0.012979865758869,-166.513573093026,17275.6915219693,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.012979865758869,0,0.0133060296517846,NA,NA,C18,18
BF10941__t0f0x_1_5ul_2_0Cpm ramp_30ul cHex.dxf,BF10941,18:0,18:0 (2584),41,0,2570.073,2584.494,2590.137,610.902299003628,168.323243671177,283.197715713053,98.033114356321,283.197715713053,98.033114356321,4788.87841644018,1581.0316890804,0.33014655031807316,234.362310110012,-49.5410212152906,-49.5410212152906,0.0148012075128269,t0f0x,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,tx,t,x,Niwot Ridge Tundra,0.0148571379406509,-45.9489064895411,3621.04516356092,FID0165_t0f0x_100ul-nhex.xls,20,18.01,4.335632164166686,102.38744016666666,2.6444442586945076,3.147079991556868,NA,C18,0.5,0,0.0148571379406509,0,0.0148012075128269,NA,NA,C18,18
BF11283__g0f0y_10ul + 1ul coinj__5-40ng@ul.dxf,BF11283,i-15:0,i-15:0 (1738),17,0,1722.369,1738.044,1745.359,870.712355296743,232.99700133075,226.544622425629,83.8627021833128,226.544622425629,83.8627021833128,7534.53888416802,2345.97041545835,0.31136217511437025,168.294919376267,-100.412912080274,-100.412912080274,0.0140091060688469,g0f0y,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,gy,g,y,Marshall Mesa Grassland,0.0140202361557098,-99.6980993388127,7006.38663377153,FID0186_g0f0y_100ul-nhex.xls,2,12.281666666666666,2.018231443738088,61.61552223571429,2.947081138167518,4.814916704834982,NA,C15,0.5,0,0.0140202361557098,0,0.0140091060688469,NA,NA,C15,15
BF11283__g0f0y_10ul + 1ul coinj__5-40ng@ul.dxf,BF11283,a-15:0,a-15:0 (1757),18,0,1746.195,1757.481,1771.902,627.544341698161,168.61462410782,280.249069611372,96.350392799939,280.249069611372,96.350392799939,4224.45487562385,1292.53625842694,0.3059652183492826,148.047803542816,-116.003191272031,-116.003191272031,0.0137663549097375,g0f0y,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,gy,g,y,Marshall Mesa Grassland,0.0137557513808984,-116.684183030058,3940.64816975196,FID0186_g0f0y_100ul-nhex.xls,3,12.408333333333333,1.2576072454285665,39.37387446428571,1.8363952279728284,3.0768533482018783,NA,C15,0.5,0,0.0137557513808984,0,0.0137663549097375,NA,NA,C15,15
BF11283__g0f0y_10ul + 1ul coinj__5-40ng@ul.dxf,BF11283,i-16:0,i-16:0 (1934),19,0,1926.771,1933.877,1942.864,109.063428657317,34.9320955404233,229.138073016744,83.379406325663,229.138073016744,83.379406325663,725.723512051853,227.226615419194,0.3131035603032222,174.863762844759,-95.3549026095357,-95.3549026095357,0.0140878624335388,g0f0y,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,gy,g,y,Marshall Mesa Grassland,0.0140653184099849,-96.8027592175309,738.336515920084,FID0186_g0f0y_100ul-nhex.xls,5,13.95,0.7456648175000007,22.353624800000006,1.0888417806925008,1.7468137501356331,NA,C16,0.5,0,0.0140653184099849,0,0.0140878624335388,NA,NA,C16,16
BF11283__g0f0y_10ul + 1ul coinj__5-40ng@ul.dxf,BF11283,16:1 cis,16:1 cis (2039),21,0,2025.21,2039.213,2051.753,743.518674090365,188.541687092398,276.954111088232,98.6288729762912,276.954111088232,98.6288729762912,6680.54973573181,1983.77738862425,0.29694822538536814,114.261585105658,-142.018579468643,-142.018579468643,0.0133612751494774,g0f0y,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,gy,g,y,Marshall Mesa Grassland,0.0135566089459725,-129.473682611804,7222.42730181065,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.0135566089459725,0,0.0133612751494774,NA,NA,C16,16
BF11283__g0f0y_10ul + 1ul coinj__5-40ng@ul.dxf,BF11283,16:1 trans,16:1 trans (2063),22,0,2052.171,2063.039,2079.132,502.489372801033,134.812603597134,269.839453914502,95.3288846520496,269.839453914502,95.3288846520496,3710.47527493556,1124.88880640851,0.30316569254811876,137.595964438586,-124.051107382288,-124.051107382288,0.0136410429681238,g0f0y,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,gy,g,y,Marshall Mesa Grassland,0.0136821384563051,-121.4118305943,3990.51786349768,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.0136821384563051,0,0.0136410429681238,NA,NA,C16,16
BF11283__g0f0y_10ul + 1ul coinj__5-40ng@ul.dxf,BF11283,16:0,16:0 (2108),23,0,2084.357,2108.392,2121.977,1398.82329405385,371.653274549734,248.588648153799,89.5169868581079,248.588648153799,89.5169868581079,18258.7603529502,5658.52144143669,0.30990720794045595,162.900740044445,-104.566430165777,-104.566430165777,0.0139444331068379,g0f0y,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,gy,g,y,Marshall Mesa Grassland,0.0139594363513116,-103.602870994816,19548.9099397851,FID0186_g0f0y_100ul-nhex.xls,8,14.598333333333333,3.7713845574999927,102.389688953125,5.507087073025927,8.001195248451573,NA,C16,0.5,0,0.0139594363513116,0,0.0139444331068379,NA,NA,C16,16
BF11283__g0f0y_10ul + 1ul coinj__5-40ng@ul.dxf,BF11283,i-17:0,i-17:0 (2260),28,0,2250.094,2260.335,2267.232,350.320021025686,104.92204506993,247.703991185766,88.946110477904,247.703991185766,88.946110477904,2302.06420536957,752.470398566653,0.32686768545009104,226.571702940052,-55.5397887361596,-55.5397887361596,0.0147078042771625,g0f0y,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,gy,g,y,Marshall Mesa Grassland,0.0146286220267536,-60.625209091703,2696.63635201999,FID0186_g0f0y_100ul-nhex.xls,11,15.66,0.48067089666666474,13.343787047619049,0.7018898341057801,1.042744114308598,NA,C17,0.5,0,0.0146286220267536,0,0.0147078042771625,NA,NA,C17,17
BF11283__g0f0y_10ul + 1ul coinj__5-40ng@ul.dxf,BF11283,17:0 cyclo,17:0 cyclo (2317),31,0,2301.09,2316.556,2326.17,554.453529716952,142.564757720776,256.798798272135,91.2880072879463,256.798798272135,91.2880072879463,4917.24779841825,1489.82334184435,0.3029791059794854,136.939427471621,-124.556640846851,-124.556640846851,0.0136331714317522,g0f0y,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,gy,g,y,Marshall Mesa Grassland,0.013578898189272,-128.042225752118,5768.64462948397,FID0186_g0f0y_100ul-nhex.xls,14,16.023333333333333,0.974373783333338,25.25824929870131,1.4228093647515556,1.973794298422918,NA,C17,0.5,0,0.013578898189272,0,0.0136331714317522,NA,NA,C17,17
BF11283__g0f0y_10ul + 1ul coinj__5-40ng@ul.dxf,BF11283,18:2,18:2 (2519),35,0,2508.418,2519.286,2528.273,291.001846503859,85.0231929831986,236.685307109562,86.1318348690305,236.685307109562,86.1318348690305,2661.19773584769,801.826559490248,0.30130288654963033,130.68403889208,-129.373290053098,-129.373290053098,0.0135581725177372,g0f0y,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,gy,g,y,Marshall Mesa Grassland,0.0136102568846809,-126.028278979521,2520.07804938637,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.0136102568846809,0,0.0135581725177372,NA,NA,C18,18
BF11283__g0f0y_10ul + 1ul coinj__5-40ng@ul.dxf,BF11283,18:1 cis,18:1 cis (2550),36,0,2528.9,2550.218,2555.234,995.732513090932,275.638829690815,300.603480503231,104.670399835324,300.603480503231,104.670399835324,12600.5905882488,3979.21396714868,0.31579583030494296,185.076519228787,-87.4910801938342,-87.4910801938342,0.014210306810791,g0f0y,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,gy,g,y,Marshall Mesa Grassland,0.014332822211962,-79.6226674456869,14476.2438851634,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.014332822211962,0,0.014210306810791,NA,NA,C18,18
BF11283__g0f0y_10ul + 1ul coinj__5-40ng@ul.dxf,BF11283,18:1 trans,18:1 trans (2569),37,0,2555.234,2569.446,2578.642,1207.7326866446,319.773943651673,549.290429861061,199.229370112067,549.290429861061,199.229370112067,13902.1386203454,4147.15060183207,0.2983102611106779,119.462261612598,-138.014058558299,-138.014058558299,0.0134236288579194,g0f0y,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,gy,g,y,Marshall Mesa Grassland,0.0132755315087626,-147.525241762739,16085.9622399202,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.0132755315087626,0,0.0134236288579194,NA,NA,C18,18
BF11283__g0f0y_10ul + 1ul coinj__5-40ng@ul.dxf,BF11283,18:0,18:0 (2617),39,0,2601.005,2616.889,2624.622,518.226756825354,155.560770941958,286.939942802669,99.8336868124323,286.939942802669,99.8336868124323,5269.56420484478,1758.53634460634,0.33371570707679304,252.336478693355,-35.7009114061165,-35.7009114061165,0.0150167029524945,g0f0y,1,1,TRUE,FALSE,FALSE,0,0 Days,0.5,gy,g,y,Marshall Mesa Grassland,0.0151613625276369,-26.4101602121734,5310.15863064515,FID0186_g0f0y_100ul-nhex.xls,19,18.01,0.9408281700000027,23.81636879104476,1.3738250697988295,1.8611192079460035,NA,C18,0.5,0,0.0151613625276369,0,0.0150167029524945,NA,NA,C18,18
BF11284__g0f3x_10ul + 1ul coinj__5-40ng@ul.dxf,BF11284,i-15:0,i-15:0 (1735),14,0,1720.488,1735.118,1742.851,631.713474200771,700.418606560214,224.601064210142,85.6726085352848,224.601064210142,85.6726085352848,4802.38260507146,6221.63279254217,1.2955304281612086,3864.67532921305,2745.80000349405,2745.80000349405,0.0583068183696892,g0f3x,1,1,TRUE,FALSE,FALSE,3,3 Days,0.5,gx,g,x,Marshall Mesa Grassland,0.0140202361557098,-99.6980993388127,7006.38663377153,FID0188_g0f3x_100ul-nhex.xls,2,12.281666666666666,1.753783459143186,54.313335985915494,2.473789465945489,4.0439572831775905,NA,C15,0.5,0,0.0140202361557098,3,0.0583068183696892,0.06928332447487759,10.004531188616436,C15,15
BF11284__g0f3x_10ul + 1ul coinj__5-40ng@ul.dxf,BF11284,a-15:0,a-15:0 (1754),15,0,1744.105,1753.928,1763.333,383.297382517029,333.723868229872,262.403722094069,119.243159961139,262.403722094069,119.243159961139,2246.21831523495,2205.88813473743,0.9820452979908557,2687.52957008111,1839.39776896245,1839.39776896245,0.0442040716108253,g0f3x,1,1,TRUE,FALSE,FALSE,3,3 Days,0.5,gx,g,x,Marshall Mesa Grassland,0.0137557513808984,-116.684183030058,3940.64816975196,FID0188_g0f3x_100ul-nhex.xls,3,12.406666666666666,0.9503960625234704,29.69786108450704,1.3405758594024233,2.2111858799951465,NA,C15,0.5,0,0.0137557513808984,3,0.0442040716108253,0.04599372757101099,15.070471935325882,C15,15
BF11284__g0f3x_10ul + 1ul coinj__5-40ng@ul.dxf,BF11284,16:1 cis,16:1 cis (2037),17,0,2023.747,2036.7050000000002,2049.454,599.961705987067,629.844806776387,258.086494331516,123.274439934547,258.086494331516,123.274439934547,5039.69711811366,6105.22328792273,1.2114266283938695,3548.49011885255,2502.33739151646,2502.33739151646,0.0545191652652709,g0f3x,1,1,TRUE,FALSE,FALSE,3,3 Days,0.5,gx,g,x,Marshall Mesa Grassland,0.0135566089459725,-129.473682611804,7222.42730181065,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.0135566089459725,3,0.0545191652652709,0.06341549180473487,10.930250019888547,C16,16
BF11284__g0f3x_10ul + 1ul coinj__5-40ng@ul.dxf,BF11284,16:1 trans,16:1 trans (2061),18,0,2050.29,2060.531,2070.563,399.435093071184,345.211044061368,253.470683270663,115.993126813532,253.470683270663,115.993126813532,2666.3707098762,2633.87364464293,0.9878122478945253,2708.8707124833,1855.83044861214,1855.83044861214,0.0444597837212971,g0f3x,1,1,TRUE,FALSE,FALSE,3,3 Days,0.5,gx,g,x,Marshall Mesa Grassland,0.0136821384563051,-121.4118305943,3990.51786349768,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.0136821384563051,3,0.0444597837212971,0.046512018437914124,14.902539254132401,C16,16
BF11284__g0f3x_10ul + 1ul coinj__5-40ng@ul.dxf,BF11284,16:0,16:0 (2105),19,0,2082.267,2104.839,2123.231,1178.49483310168,1401.19675506614,246.047379013997,107.235154435057,246.047379013997,107.235154435057,13968.2398827792,19890.8325669312,1.424004221996047,4346.54542450433,3116.83997686834,3116.83997686834,0.0640786955194389,g0f3x,1,1,TRUE,FALSE,FALSE,3,3 Days,0.5,gx,g,x,Marshall Mesa Grassland,0.0139594363513116,-103.602870994816,19548.9099397851,FID0188_g0f3x_100ul-nhex.xls,9,14.603333333333333,4.247180951666663,111.31960098461539,5.9908373769988454,8.288419464399997,NA,C16,0.5,0,0.0139594363513116,3,0.0640786955194389,0.07956006004340435,8.712250596364504,C16,16
BF11284__g0f3x_10ul + 1ul coinj__5-40ng@ul.dxf,BF11284,i-17:0,i-17:0 (2259),22,0,2248.422,2258.663,2265.56,287.571887362535,393.758638995719,238.86013425327,97.3624516937347,238.86013425327,97.3624516937347,1863.03314991889,2803.95065597064,1.5050460353283128,4650.58425932824,3350.94987968275,3350.94987968275,0.0677201531070527,g0f3x,1,1,TRUE,FALSE,FALSE,3,3 Days,0.5,gx,g,x,Marshall Mesa Grassland,0.0146286220267536,-60.625209091703,2696.63635201999,FID0188_g0f3x_100ul-nhex.xls,12,15.665,0.6083260933333312,16.7581824,0.8580709743282527,1.2477483207231541,NA,C17,0.5,0,0.0146286220267536,3,0.0677201531070527,0.08520715736497432,8.134846907178643,C17,17
BF11284__g0f3x_10ul + 1ul coinj__5-40ng@ul.dxf,BF11284,17:0 cyclo,17:0 cyclo (2314),24,0,2297.537,2314.466,2324.498,481.311652121793,255.007372129,245.221854882467,101.902641413761,245.221854882467,101.902641413761,4039.61402341989,2507.07402284423,0.6206221704126492,1330.0442974075,794.134109003771,794.134109003771,0.02793583245963,g0f3x,1,1,TRUE,FALSE,FALSE,3,3 Days,0.5,gx,g,x,Marshall Mesa Grassland,0.013578898189272,-128.042225752118,5768.64462948397,FID0188_g0f3x_100ul-nhex.xls,15,16.03,1.2259803000000051,32.650688948051965,1.7292996668348046,2.4310418238069715,NA,C17,0.5,0,0.013578898189272,3,0.02793583245963,0.020882720541642065,33.192379277295124,C17,17
BF11284__g0f3x_10ul + 1ul coinj__5-40ng@ul.dxf,BF11284,18:2,18:2 (2517),27,0,2507.582,2517.405,2526.183,189.914392979358,108.131630726311,230.491536883624,89.2824961167428,230.491536883624,89.2824961167428,1640.28732041713,926.080093312227,0.5645840712081592,1119.53807588424,632.044318430865,632.044318430865,0.0254126306000512,g0f3x,1,1,TRUE,FALSE,FALSE,3,3 Days,0.5,gx,g,x,Marshall Mesa Grassland,0.0136102568846809,-126.028278979521,2520.07804938637,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.0136102568846809,3,0.0254126306000512,0.017072364001952486,40.60053900447959,C18,18
BF11284__g0f3x_10ul + 1ul coinj__5-40ng@ul.dxf,BF11284,18:1 cis,18:1 cis (2547),28,0,2527.228,2546.8740000000003,2551.89,845.617229615277,472.905837163005,270.206726154333,111.971185880052,270.206726154333,111.971185880052,9417.43728428105,6576.84386351994,0.6983687456562698,1621.76565270667,1018.75955258413,1018.75955258413,0.031432297032077,g0f3x,1,1,TRUE,FALSE,FALSE,3,3 Days,0.5,gx,g,x,Marshall Mesa Grassland,0.014332822211962,-79.6226674456869,14476.2438851634,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.014332822211962,3,0.031432297032077,0.025108242038952205,27.606360472573773,C18,18
